data,tag,spe_tag,caption,label,pred
D:/Weather conditions driving classification data (All)/images/Rainy\frame5106.jpg,['rain | crosswalk | bus | road | street | drive | red | white | wet'],weather,a passenger bus that is driving on a rainy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame5107.jpg,['rain | city | city street | bus | road | street'],weather,a cross walk on a rainy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame5108.jpg,['rain | city | city street | road | street'],weather,a cross walk on a rainy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame5109.jpg,['rain | city | city street | road | water | street'],weather,a cross walk on a rainy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame511.jpg,['fog | rain | highway | freeway | mountain | road | car | drive'],weather,a view of a foggy driving on a rainy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame5110.jpg,['rain | city | city street | road | water | street'],weather,a cross walk on a rainy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame5111.jpg,['rain | city | city street | road | water | street'],weather,a cross walk on a rainy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame5112.jpg,['rain | city | city street | road | water | street'],weather,a cross walk on a rainy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame5113.jpg,['rain | city | city street | road | street'],weather,a cross walk on a rainy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame5114.jpg,['rain | city | city street | road | water | street'],weather,it is raining outside on a rainy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame5115.jpg,['rain | city | city street | road | street'],weather,a cross walk on a rainy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame5116.jpg,['rain | city | city street | road | street'],weather,a view of a cross walk on a rainy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame5117.jpg,['rain | city | road | street'],weather,a view of a cross walk on a rainy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame5118.jpg,['rain | city | road | street'],weather,a view of a cross walk on a rainy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame5119.jpg,['rain | city | city street | road | street'],weather,a view of a cross walk on a rainy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame512.jpg,['fog | rain | highway | freeway | mountain | road | car | drive'],weather,a view of a foggy driving on a rainy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame5120.jpg,['fog | rain | city | road | street'],weather,a view of a cross walk on a rainy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame5121.jpg,['fog | rain | city | road | street'],weather,it is a rainy day in the neighborhood,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame5122.jpg,['fog | rain | city | road | street'],weather,it is raining outside on a rainy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame5123.jpg,['rain | city street | road | street | rainy | wet'],weather,it is a rainy day in the neighborhood,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame5124.jpg,['fog | rain | city street | road | street | foggy | rainy | wet'],weather,it is a rainy day in the neighborhood,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame5125.jpg,['fog | rain | intersection | city street | road | street | rainy | wet'],weather,it is a rainy day in the neighborhood,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame5126.jpg,['rain | road | street | arrow | empty'],weather,a view of a street intersection on a rainy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame5127.jpg,['fog | rain | city street | road | street | wet'],weather,it is a rainy day in the neighborhood,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame5128.jpg,['fog | rain | city | road | morning | street | wet'],weather,it is a rainy day in the neighborhood,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame5129.jpg,['rain | road | street | foggy | empty'],weather,it's a rainy day in the neighborhood,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame513.jpg,['fog | rain | highway | freeway | mountain | road | car | drive'],weather,a view of a foggy driving on a rainy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame5130.jpg,['fog | rain | city | road | morning | street'],weather,it is a rainy day in the neighborhood,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame5131.jpg,['fog | rain | city | road | street | empty'],weather,it is a rainy day in the neighborhood,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame5132.jpg,['fog | rain | city | city street | road | morning | street | empty'],weather,it is a rainy day on a rainy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame5133.jpg,['fog | rain | city | city street | road | street | empty'],weather,a view of a cross walk on a rainy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame5134.jpg,['fog | rain | city | city street | road | street | empty | wet'],weather,it is a rainy day in the neighborhood,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame5135.jpg,['traffic light | fog | rain | city | city street | light | road | street | green | foggy | empty | rainy | wet'],weather,a view of a city street intersection on a rainy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame5136.jpg,['fog | city | city street | road | morning | street | foggy | empty'],weather,a view of a street intersection on a foggy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame5137.jpg,['fog | rain | city | road | morning | street'],weather,a view of a city road on a rainy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame5138.jpg,['fog | rain | city | road | street | empty'],weather,a view of a cross walk on a rainy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame5139.jpg,['rain | city | city street | road | street'],weather,a rainy day on a city road on a rainy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame514.jpg,['rain | traffic | highway | vehicle | road | street | car | drive | wet'],weather,a rainy day on a rainy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame5140.jpg,['rain | city | city street | road | street | empty'],weather,a view of a city road on a rainy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame5141.jpg,['rain | city | city street | road | street | empty | wet'],weather,it is a rainy day in the neighborhood,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame5142.jpg,['rain | city | city street | road | street | person | empty'],weather,a cross walk on a rainy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame5143.jpg,['rain | city | city street | road | street | person'],weather,a cross walk on a rainy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame5144.jpg,['city | city street | road | street | person | empty'],weather,a cross walk on a rainy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame5145.jpg,['rain | city | city street | road | street | person | empty'],weather,a cross walk on a rainy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame5146.jpg,['rain | city | road | street | person'],weather,a cross walk on a rainy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame5147.jpg,['rain | city | road | street | person | empty'],weather,a cross walk on a rainy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame5148.jpg,['rain | city | city street | road | street | person | empty'],weather,a cross walk on a rainy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame5149.jpg,['rain | city | city street | bus | road | street | person | man | blue'],weather,a cross walk on a rainy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame515.jpg,['fog | rain | traffic | highway | freeway | mountain | car | drive'],weather,a view of a car's dashboard on a foggy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame5150.jpg,['rain | city street | bus | road | street | drive | blue'],weather,it is a rainy day on a rainy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame5151.jpg,['rain | city street | bus | road | street | drive | yellow'],weather,a public transit bus on a rainy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame5152.jpg,['rain | school bus | city street | bus | road | street | drive | yellow | wet'],weather,a yellow buss driving down a cross walk on a rainy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame5153.jpg,['rain | city | school bus | city street | bus | road | street | drive | yellow'],weather,a yellow buss driving down a rain soaked cross walk,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame5154.jpg,['rain | city | school bus | bus | road | street | drive | yellow'],weather,it is a rainy day in the neighborhood,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame5155.jpg,['rain | city | school bus | city street | bus | road | street | drive | yellow'],weather,it is a rainy day in the neighborhood,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame5156.jpg,['rain | city | school bus | city street | bus | road | street | yellow'],weather,it is a rainy day in the neighborhood,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame5157.jpg,['rain | city | school bus | city street | bus | road | street | yellow'],weather,it is a rainy day in the neighborhood,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame5158.jpg,['rain | city | school bus | city street | bus | road | street | yellow'],weather,it is a rainy day in the neighborhood,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame5159.jpg,['rain | city | school bus | city street | road | street'],weather,it is a rainy day in the neighborhood,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame516.jpg,['fog | rain | windshield | highway | freeway | sign | road | car | drive'],weather,a view of a foggy driving on a rainy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame5160.jpg,['rain | city | city street | road | street | person | empty'],weather,a cross walk on a rainy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame5161.jpg,['rain | city | city street | road | street | person | empty'],weather,it is a rainy day in the neighborhood,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame5162.jpg,['rain | city | city street | road | street | person | empty'],weather,a cross walk on a rainy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame5163.jpg,['rain | city | city street | road | street | person | empty'],weather,a cross walk on a rainy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame5164.jpg,['rain | city | city street | road | street | person | empty'],weather,it's a rainy day in the neighborhood,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame5165.jpg,['city | city street | road | street | person'],weather,a cross walk on a rainy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame5166.jpg,['city | city street | road | street | empty'],weather,it's a rainy day in the neighborhood,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame5167.jpg,['rain | city | city street | road | street | person | empty'],weather,it's a rainy day in the neighborhood,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame5168.jpg,['rain | city | city street | road | street | person | empty'],weather,it's a rainy day in the neighborhood,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame5169.jpg,['rain | city | city street | road | street | person | empty'],weather,it's a rainy day in the neighborhood,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame517.jpg,['fog | rain | highway | freeway | mountain | sign | road | car | drive'],weather,a view of a foggy driving on a rainy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame5170.jpg,['rain | city | city street | road | street | person | empty'],weather,it's a rainy day in the neighborhood,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame5171.jpg,['fog | rain | city | city street | road | morning | street | empty'],weather,a view of a city road on a foggy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame5172.jpg,['city | city street | road | street | person | empty'],weather,it's a rainy day in the neighborhood,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame5173.jpg,['rain | city | city street | road | street | empty'],weather,it's a rainy day in the neighborhood,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame5174.jpg,['fog | rain | city | city street | road | morning | street | empty'],weather,a view of a city road on a foggy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame5175.jpg,['fog | rain | city | city street | road | morning | street | empty'],weather,a view of a city road on a foggy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame5176.jpg,['rain | city | city street | road | street | person | empty'],weather,it's a rainy day in the neighborhood,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame5177.jpg,['fog | rain | city | city street | road | morning | street | empty'],weather,a view of a city road on a foggy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame5178.jpg,['rain | city | city street | road | street | empty'],weather,it's a rainy day in the neighborhood,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame5179.jpg,['fog | rain | city | city street | road | morning | street | empty'],weather,a view of a cross walk on a foggy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame518.jpg,['fog | rain | highway | freeway | mountain | road | car | drive'],weather,a view of a foggy driving on a rainy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame5180.jpg,['city | city street | road | street | empty'],weather,it's a rainy day in the neighborhood,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame5181.jpg,['fog | rain | city | city street | road | morning | street | empty'],weather,a view of a cross walk on a foggy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame5182.jpg,['rain | city | city street | road | street | empty'],weather,a view of a cross walk on a rainy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame5183.jpg,['fog | rain | city | city street | road | street | car | empty'],weather,a view of a city road on a foggy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame5184.jpg,['city | city street | road | street | empty'],weather,a view of a cross walk on a rainy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame5185.jpg,['fog | rain | city | city street | road | morning | street | empty'],weather,a view of a street intersection on a foggy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame5186.jpg,['rain | city | city street | road | morning | street | empty'],weather,it's a rainy day in the neighborhood,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame5187.jpg,['fog | rain | city | city street | road | morning | street | foggy | empty'],weather,a view of a city road on a foggy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame5188.jpg,['city | city street | road | street'],weather,a cross walk on a rainy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame5189.jpg,['fog | rain | city | road | morning | street | car | person | empty'],weather,a view of a cross walk on a foggy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame519.jpg,['fog | rain | windshield | highway | road | car | drive'],weather,a view of a foggy driving on a rainy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame5190.jpg,['fog | rain | city | city street | road | street | car | drive | wet'],weather,a view of a city road on a rainy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame5191.jpg,['fog | rain | city | city street | road | morning | street | car | tree | foggy | empty'],weather,it is a rainy day in the neighborhood,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame5192.jpg,['fog | rain | intersection | city street | road | cloud | morning | street | dark | foggy | empty'],weather,it is a foggy day in the neighborhood,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame5193.jpg,['fog | road | morning | street | steam'],weather,a cross walk on a rainy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame5194.jpg,['fog | rain | road | morning | street'],weather,it is raining outside and it is raining outside,Rainy,0
D:/Weather conditions driving classification data (All)/images/Rainy\frame5195.jpg,['fog | rain | road | morning | street | person | foggy'],weather,it is a rainy day in the neighborhood,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame5196.jpg,['rain | road | street | person | walk | empty'],weather,it is a rainy day in the neighborhood,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame5197.jpg,['fog | rain | road | morning | street | person | foggy | empty'],weather,it is a rainy day in the neighborhood,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame5198.jpg,['fog | rain | road | street | arrow | person | foggy | empty'],weather,a cross walk on a rainy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame5199.jpg,['fog | rain | city street | road | street | arrow | person | walk | foggy | empty'],weather,a rainy day on a city road,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame52.jpg,['fog | rain | windshield | highway | mountain | road | car | drive'],weather,a view of a car's dashboard on a foggy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame520.jpg,['fog | rain | windshield | highway | road | car | drive'],weather,a foggy drive on a rainy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame5200.jpg,['fog | rain | city street | road | morning | street | person | walk | foggy | empty'],weather,it is a rainy day in the neighborhood,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame5201.jpg,['rain | road | street | foggy'],weather,a view of a cross walk on a rainy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame5202.jpg,['fog | rain | road | street'],weather,a view of a cross walk on a rainy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame5203.jpg,['fog | rain | city | city street | road | street | empty'],weather,a view of a cross walk on a rainy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame5204.jpg,['rain | city | city street | road | street | wet'],weather,it is a rainy day in the neighborhood,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame5205.jpg,['fog | rain | city | city street | road | street | foggy | empty | wet'],weather,it is a rainy day on a city road,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame5206.jpg,['fog | rain | road | morning | street | foggy | empty | wet'],weather,a rainy day on a city road on a foggy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame5207.jpg,['rain | city | road | street | empty | rainy | wet'],weather,a rainy day on a city road,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame5208.jpg,['fog | rain | city | road | morning | street | foggy | empty'],weather,a foggy city road on a rainy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame5209.jpg,['rain | city | city street | road | street | empty | wet'],weather,a rainy day on a city road on a rainy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame521.jpg,['fog | rain | windshield | highway | road | car | drive'],weather,a view of a foggy driving on a rainy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame5210.jpg,['fog | rain | city | city street | road | morning | street | foggy | empty'],weather,a foggy city road on a rainy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame5211.jpg,['rain | city street | road | water | street | empty | wet'],weather,a rainy day on a city road on a rainy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame5212.jpg,['fog | rain | city street | road | street | empty'],weather,a foggy city road on a rainy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame5213.jpg,['rain | city | road | street | empty'],weather,a rainy day on a city road,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame5214.jpg,['fog | rain | city | road | street | empty'],weather,a rainy day on a city road on a foggy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame5215.jpg,['rain | city street | road | street | car | arrow | empty'],weather,a rainy day on a city road on a rainy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame5216.jpg,['rain | city | city street | road | street | empty'],weather,a rainy day on a city road on a rainy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame5217.jpg,['rain | intersection | city street | road | street | arrow | empty'],weather,it is a rainy day on a rainy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame5218.jpg,['rain | city | city street | road | street'],weather,it is a rainy day in the neighborhood,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame5219.jpg,['fog | rain | city | intersection | road | morning | street | car'],weather,it's a rainy day in the neighborhood,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame522.jpg,['fog | rain | windshield | highway | road | car | drive'],weather,a view of a foggy driving on a rainy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame5220.jpg,['fog | rain | intersection | road | street | car | drive'],weather,a rainy day on a rainy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame5221.jpg,['fog | rain | city | intersection | road | street | car'],weather,it's a rainy day on a rainy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame5222.jpg,['fog | rain | city | intersection | road | morning | street'],weather,it's a rainy day on a rainy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame5223.jpg,['fog | rain | city | road | street'],weather,a cross walk on a rainy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame5224.jpg,['fog | rain | city | road | morning | street'],weather,a cross walk on a foggy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame5225.jpg,['fog | rain | intersection | road | street | car | drive'],weather,a rainy day on a rainy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame5226.jpg,['fog | rain | intersection | road | street | car'],weather,it's a rainy day on a rainy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame5227.jpg,['fog | rain | city | road | street'],weather,a cross walk on a foggy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame5228.jpg,['rain | crosswalk | road | umbrella | street | person | man | hold | walk'],weather,a cross walk on a rainy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame5229.jpg,['rain | crosswalk | road | umbrella | street | people | person | hold | walk'],weather,a cross walk on a rainy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame523.jpg,['fog | rain | windshield | highway | road | car | snow | drive'],weather,a view of a foggy driving on a rainy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame5230.jpg,['fog | rain | intersection | crosswalk | umbrella | street | person | man | hold | walk'],weather,a cross walk on a rainy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame5231.jpg,['rain | crosswalk | road | umbrella | street | person | man | hold | walk | stand'],weather,a cross walk on a rainy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame5232.jpg,['fog | rain | intersection | crosswalk | umbrella | street | person | man | hold | walk | stand'],weather,a cross walk on a rainy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame5233.jpg,['fog | rain | road | umbrella | street | people | person'],weather,a cross walk on a rainy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame5234.jpg,['fog | rain | intersection | road | street | car'],weather,a cross walk on a rainy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame5235.jpg,['fog | rain | city | intersection | road | street | car'],weather,it's a rainy day on a rainy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame5236.jpg,['rain | intersection | road | street | car'],weather,a cross walk on a rainy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame5237.jpg,['fog | rain | city | intersection | road | street | car'],weather,it's a rainy day on a rainy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame5238.jpg,['rain | city | intersection | road | street'],weather,a cross walk on a rainy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame5239.jpg,['fog | rain | city | intersection | road | morning | street | car | foggy'],weather,it's a rainy day on a rainy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame524.jpg,['fog | rain | windshield | highway | road | car | drive'],weather,a view of a foggy driving on a rainy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame5240.jpg,['rain | intersection | road | street | car'],weather,a cross walk on a rainy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame5241.jpg,['fog | rain | city | intersection | road | street | car'],weather,a cross walk on a rainy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame5242.jpg,['fog | rain | city | intersection | road | street | car'],weather,a cross walk on a rainy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame5243.jpg,['rain | traffic | intersection | road | street | car | drive'],weather,a cross walk on a rainy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame5244.jpg,['fog | rain | city | intersection | road | street | car'],weather,it's a rainy day on a rainy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame5245.jpg,['rain | intersection | motorcycle | road | street | car | person | ride'],weather,a cross walk on a rainy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame5246.jpg,['fog | rain | city | intersection | road | street | car'],weather,it is a rainy day in the neighborhood,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame5247.jpg,['fog | rain | city | intersection | road | street | car'],weather,it's a rainy day on a rainy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame5248.jpg,['fog | rain | city | intersection | road | street | car'],weather,it's a rainy day on a rainy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame5249.jpg,['fog | rain | intersection | road | street | car | drive'],weather,it is a rainy day in the neighborhood,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame525.jpg,['rain | traffic | highway | vehicle | road | car | lane | drive | wet'],weather,a view of a traffic intersection on a rainy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame5250.jpg,['fog | rain | city | intersection | road | street | car'],weather,it's a rainy day on a rainy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame5251.jpg,['fog | rain | city | intersection | road | street | car | foggy'],weather,it's a rainy day on a rainy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame5252.jpg,['fog | rain | city | intersection | road | morning | street | car | foggy'],weather,it's a rainy day in the neighborhood,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame5253.jpg,['fog | rain | city | intersection | road | morning | street | car | foggy'],weather,it's a rainy day on a rainy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame5254.jpg,['fog | rain | city | intersection | road | morning | street | car'],weather,it's a rainy day on a rainy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame5255.jpg,['fog | rain | city | intersection | road | morning | street | car'],weather,it's a rainy day on a rainy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame5256.jpg,['fog | rain | city | intersection | road | morning | street | car | foggy'],weather,it's a rainy day on a rainy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame5257.jpg,['fog | rain | city | intersection | road | morning | street | car | foggy'],weather,it is a rainy day in the neighborhood,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame5258.jpg,['fog | rain | city | intersection | road | street | car'],weather,it is a rainy day in the neighborhood,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame5259.jpg,['fog | rain | city | intersection | road | street | car | foggy'],weather,it's a rainy day on a rainy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame526.jpg,['traffic light | fog | rain | highway | road | street | car | drive | green'],weather,a view of a foggy driving on a rainy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame5260.jpg,['fog | rain | city | intersection | road | morning | street | car | foggy'],weather,it's a rainy day on a rainy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame5261.jpg,['fog | rain | city | intersection | road | morning | street | car | foggy'],weather,it's a rainy day on a rainy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame5262.jpg,['fog | rain | city | intersection | road | morning | street | car | foggy'],weather,it's a rainy day on a rainy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame5263.jpg,['fog | rain | intersection | road | street | car | drive'],weather,a rainy day on a rainy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame5264.jpg,['fog | rain | intersection | crosswalk | road | street | car | drive | foggy'],weather,it's a rainy day in the neighborhood,Rainy,1
